n,assetId,sku,product,mothersDay,role,facets,seed,filename,prompt,negativePrompt
"86","fo-bq-035-detail","FO-BQ-035","Harvest Light","","detail","bouquet · rustic · classic","244268228","fo-bq-035-detail.png","A close detail of the same bouquet of 18 warm orange seasonal stems: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate warm orange, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"87","fo-bq-036-hero","FO-BQ-036","Winter Table","","hero","bouquet · classic · premium","162546247","fo-bq-036-hero.png","A hand-tied bouquet of 18 pure white seasonal stems, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"88","fo-bq-036-detail","FO-BQ-036","Winter Table","","detail","bouquet · classic · premium","91652209","fo-bq-036-detail.png","A close detail of the same bouquet of 18 pure white seasonal stems: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"89","fo-bq-038-hero","FO-BQ-038","Old Town","","hero","bouquet · classic · essential","198230505","fo-bq-038-hero.png","A hand-tied bouquet of 18 deep red carnations, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate deep red heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"90","fo-bq-038-detail","FO-BQ-038","Old Town","","detail","bouquet · classic · essential","257768147","fo-bq-038-detail.png","A close detail of the same bouquet of 18 deep red carnations: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the fringed petal edges sharp, colour-accurate deep red, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"91","fo-bq-039-hero","FO-BQ-039","Blue Hour","","hero","bouquet · modern · premium","250237557","fo-bq-039-hero.png","A hand-tied modern bouquet of 5 blue hydrangeas with dark green foliage, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate blue heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"92","fo-bq-039-detail","FO-BQ-039","Blue Hour","","detail","bouquet · modern · premium","105536369","fo-bq-039-detail.png","A close detail of the same bouquet of 5 blue hydrangeas: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the clustered florets sharp, colour-accurate blue, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"93","fo-bq-040-hero","FO-BQ-040","Morning Scent","","hero","bouquet · minimal · classic","211197139","fo-bq-040-hero.png","A hand-tied restrained bouquet of 25 pure white freesias, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"94","fo-bq-040-detail","FO-BQ-040","Morning Scent","","detail","bouquet · minimal · classic","764901","fo-bq-040-detail.png","A close detail of the same bouquet of 25 pure white freesias: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the trumpet throats and buds sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"95","fo-fn-002-hero","FO-FN-002","Standing Spray","","hero","funeral · classic · premium","174731618","fo-fn-002-hero.png","A restrained funeral tribute of pure white lilies with dark green foliage, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"96","fo-fn-002-detail","FO-FN-002","Standing Spray","","detail","funeral · classic · premium","187614037","fo-fn-002-detail.png","A close detail of the same tribute of pure white lilies: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, stamens and petal veining sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"97","fo-fn-003-hero","FO-FN-003","Casket Spray","","hero","funeral · classic · luxury","223025985","fo-fn-003-hero.png","A restrained funeral tribute of pure white lilies with dark green foliage, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"98","fo-fn-003-detail","FO-FN-003","Casket Spray","","detail","funeral · classic · luxury","111482102","fo-fn-003-detail.png","A close detail of the same tribute of pure white lilies: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, stamens and petal veining sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"99","fo-fn-004-hero","FO-FN-004","White Heart","","hero","funeral · classic · luxury","52694839","fo-fn-004-hero.png","A restrained funeral tribute of pure white roses with eucalyptus, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"100","fo-fn-004-detail","FO-FN-004","White Heart","","detail","funeral · classic · luxury","208464399","fo-fn-004-detail.png","A close detail of the same tribute of pure white roses: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"101","fo-fn-005-hero","FO-FN-005","Sympathy Basket","","hero","funeral · classic · classic","67661122","fo-fn-005-hero.png","A restrained funeral tribute of pure white mixed, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"102","fo-fn-005-detail","FO-FN-005","Sympathy Basket","","detail","funeral · classic · classic","10409541","fo-fn-005-detail.png","A close detail of the same tribute of pure white mixed: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"103","fo-fn-006-hero","FO-FN-006","Grave Bouquet","","hero","funeral · rustic · essential","72195871","fo-fn-006-hero.png","A restrained funeral tribute of mixed-colour chrysanthemums with dark green foliage, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"104","fo-fn-006-detail","FO-FN-006","Grave Bouquet","","detail","funeral · rustic · essential","144689957","fo-fn-006-detail.png","A close detail of the same tribute of mixed-colour chrysanthemums: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, the dense incurved petals sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"105","fo-fn-007-hero","FO-FN-007","Memorial Cross","","hero","funeral · classic · premium","229629105","fo-fn-007-hero.png","A restrained funeral tribute of pure white chrysanthemums with dark green foliage, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"106","fo-fn-007-detail","FO-FN-007","Memorial Cross","","detail","funeral · classic · premium","252443551","fo-fn-007-detail.png","A close detail of the same tribute of pure white chrysanthemums: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, the dense incurved petals sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"107","fo-fn-008-hero","FO-FN-008","Quiet Wreath","","hero","funeral · minimal · classic","5045957","fo-fn-008-hero.png","A restrained funeral tribute of soft pastel mixed, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pastel heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"108","fo-fn-008-detail","FO-FN-008","Quiet Wreath","","detail","funeral · minimal · classic","129637588","fo-fn-008-detail.png","A close detail of the same tribute of soft pastel mixed: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate soft pastel, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"109","fo-fn-009-hero","FO-FN-009","Condolence Bouquet","","hero","funeral · classic · classic","260090426","fo-fn-009-hero.png","A restrained funeral tribute of pure white roses with eucalyptus, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"110","fo-fn-009-detail","FO-FN-009","Condolence Bouquet","","detail","funeral · classic · classic","214320953","fo-fn-009-detail.png","A close detail of the same tribute of pure white roses: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"111","fo-fn-010-hero","FO-FN-010","Stone Garden","","hero","funeral · minimal · premium","212071680","fo-fn-010-hero.png","A restrained funeral tribute of pure white mixed, standing on a neutral stone surface, dignified and unadorned, no ribbon lettering, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"112","fo-fn-010-detail","FO-FN-010","Stone Garden","","detail","funeral · minimal · premium","109588688","fo-fn-010-detail.png","A close detail of the same tribute of pure white mixed: the three nearest heads filling the frame at 4:5, the stone surface visible beneath, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"113","fo-gs-002-hero","FO-GS-002","Baltic Dawn + Vase","","hero","gift_set · classic · premium","174277073","fo-gs-002-hero.png","A hand-tied bouquet of 18 soft pink roses with eucalyptus, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pink heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"114","fo-gs-002-detail","FO-GS-002","Baltic Dawn + Vase","","detail","gift_set · classic · premium","210588323","fo-gs-002-detail.png","A close detail of the same bouquet of 18 soft pink roses: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate soft pink, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"115","fo-gs-003-hero","FO-GS-003","Welcome Baby Blue + Plush","","hero","gift_set · classic · classic","112094120","fo-gs-003-hero.png","A hand-tied bouquet of 18 blue mixed, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate blue heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"116","fo-gs-003-detail","FO-GS-003","Welcome Baby Blue + Plush","","detail","gift_set · classic · classic","50377304","fo-gs-003-detail.png","A close detail of the same bouquet of 18 blue mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate blue, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"117","fo-gs-004-hero","FO-GS-004","Welcome Baby Pink + Plush","","hero","gift_set · classic · classic","156784078","fo-gs-004-hero.png","A hand-tied bouquet of 18 soft pink mixed, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pink heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"118","fo-gs-004-detail","FO-GS-004","Welcome Baby Pink + Plush","","detail","gift_set · classic · classic","241474770","fo-gs-004-detail.png","A close detail of the same bouquet of 18 soft pink mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate soft pink, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"119","fo-gs-005-hero","FO-GS-005","Kraków Spring + Chocolates","","hero","gift_set · rustic · classic","48189568","fo-gs-005-hero.png","A hand-tied rustic bouquet of 25 mixed-colour tulips, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"120","fo-gs-005-detail","FO-GS-005","Kraków Spring + Chocolates","","detail","gift_set · rustic · classic","143941581","fo-gs-005-detail.png","A close detail of the same bouquet of 25 mixed-colour tulips: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, satin petal texture sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"121","fo-gs-006-hero","FO-GS-006","Quiet Blush + Vase","","hero","gift_set · minimal · classic","222691815","fo-gs-006-hero.png","A hand-tied restrained bouquet of 18 soft pastel roses with eucalyptus, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pastel heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"122","fo-gs-006-detail","FO-GS-006","Quiet Blush + Vase","","detail","gift_set · minimal · classic","206978419","fo-gs-006-detail.png","A close detail of the same bouquet of 18 soft pastel roses: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate soft pastel, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"123","fo-gs-007-hero","FO-GS-007","Field of Gold + Chocolates","","hero","gift_set · rustic · classic","175850934","fo-gs-007-hero.png","A hand-tied rustic bouquet of 9 bright yellow sunflowers with wheat and green foliage, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate bright yellow heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"124","fo-gs-007-detail","FO-GS-007","Field of Gold + Chocolates","","detail","gift_set · rustic · classic","261404241","fo-gs-007-detail.png","A close detail of the same bouquet of 9 bright yellow sunflowers: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, seed-head texture and petal edges sharp, colour-accurate bright yellow, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"125","fo-gs-008-hero","FO-GS-008","Peony Note + Vase","","hero","gift_set · luxury · luxury","179212431","fo-gs-008-hero.png","A hand-tied luxury bouquet of 15 soft pink peonies, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pink heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"126","fo-gs-008-detail","FO-GS-008","Peony Note + Vase","","detail","gift_set · luxury · luxury","177726862","fo-gs-008-detail.png","A close detail of the same bouquet of 15 soft pink peonies: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, ruffled petal layers and green sepals sharp, colour-accurate soft pink, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"127","fo-gs-009-hero","FO-GS-009","Warsaw Morning + Balloon","","hero","gift_set · classic · classic","169808781","fo-gs-009-hero.png","A hand-tied bouquet of 18 mixed-colour mixed, wrapped in kraft paper, beside a plain closed box of chocolates with an unmarked lid and no branding, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
